Latitude,Longitude,area
31.9375,120.2375,1.91053E+12
38.9875,117.7208333,2.11536E+11
53.1125,140.7041667,1.99822E+12
23.22083333,90.62916667,1.57433E+12
34.4625,119.7791667,58659700000
22.39583333,113.2541667,3.88769E+11
37.77083333,119.1708333,7.61182E+11
23.9375,68.59583333,3.1913E+11
9.6125,106.2541667,7.74141E+11
31.35416667,121.5125,26214800000
31.27916667,32.24583333,11647200000
16.3625,95.0375,3.76562E+11
20.3125,106.5291667,1.38996E+11
40.97083333,121.8291667,1.91258E+11
-0.670833333,-51.07916667,5.91248E+12
6.420833333,3.404166667,48346200000
40.70416667,122.1625,27775500000
29.99583333,48.4625,8.29543E+11
4.820833333,8.254166667,52830300000
-33.9375,-58.52083333,2.59392E+12
34.1125,120.3291667,12077900000
11.07083333,-74.84583333,2.60615E+11
-0.2625,42.62916667,7.45257E+11
38.09583333,118.0375,14229100000
6.970833333,79.87083333,2300400000
10.50416667,106.7541667,29746100000
37.27916667,118.9625,10802200000
23.04583333,113.5208333,33267800000
20.70416667,106.6458333,13242400000
14.57916667,120.9791667,4068000000
-7.0625,112.6375,15822100000
13.6125,100.5625,1.4438E+11
20.02916667,106.1125,6011000000
16.55416667,97.6625,2.65153E+11
4.545833333,7.529166667,7917500000
13.4875,100.9875,21975900000
31.15416667,29.84583333,6633100000
38.2375,117.9291667,9274000000
31.5125,31.82916667,2189800000
30.3875,120.6208333,43550600000
23.45416667,116.8541667,29470800000
6.5875,79.9625,2947600000
31.44583333,30.3875,2.91624E+12
10.47916667,106.7208333,15577000000
31.5875,31.17916667,2202300000
47.07916667,39.2625,4.3729E+11
51.9625,4.154166667,1.63029E+11
-7.5625,112.8708333,11088800000
21.3875,110.7458333,8966800000
24.80416667,67.07916667,2246200000
15.72916667,-88.2375,16327800000
23.09583333,113.4041667,4014600000
38.69583333,125.5625,19386100000
25.1625,121.4375,2677400000
4.529166667,6.670833333,4780800000
13.52916667,100.2625,12673700000
45.24583333,29.69583333,7.86434E+11
37.09583333,119.4708333,6645300000
36.1875,120.1291667,6239200000
39.3125,49.37083333,1.88571E+11
28.02916667,120.7041667,17194200000
39.1125,117.7291667,9797700000
5.9125,5.270833333,14119100000
36.04583333,35.9625,23725700000
24.42916667,117.8458333,13813200000
16.7125,82.24583333,3.10085E+11
14.04583333,-16.57916667,32903900000
7.595833333,79.7875,3476700000
14.77083333,120.6458333,9521000000
18.5625,-92.67083333,1.23567E+11
23.4375,116.5125,4291700000
37.12916667,119.1875,4793300000
19.77083333,105.8541667,29584400000
22.74583333,89.52916667,7611500000
5.9125,5.295833333,9238700000
22.30416667,88.10416667,29721300000
5.254166667,-4.004166667,10910900000
26.0625,119.5125,60882100000
8.4625,81.24583333,10075300000
18.72083333,105.7541667,27371300000
3.004166667,101.3791667,1273200000
-29.22916667,31.4875,29237400000
24.07916667,67.65416667,8.55045E+11
20.62083333,106.6458333,1939600000
4.545833333,7.9875,3626700000
31.40416667,30.75416667,1536600000
7.270833333,79.84583333,1539900000
9.929166667,106.4625,3691700000
9.095833333,105.5041667,5975900000
30.14583333,120.6625,5169800000
6.3625,2.4375,58197700000
17.29583333,96.92083333,34109600000
8.579166667,-60.97916667,9.3837E+11
24.87083333,118.6208333,5586200000
7.195833333,79.82083333,777000000
28.69583333,121.4125,6395700000
-2.404166667,105.0291667,54785700000
-18.80416667,36.25416667,1.37808E+12
21.6375,-105.4458333,1.22596E+11
38.2625,117.8458333,4753800000
34.27083333,-6.654166667,37842400000
53.54583333,9.8625,1.3837E+11
5.145833333,5.4625,7071200000
39.1125,117.7208333,2955000000
42.3125,130.6625,33131800000
46.90416667,31.99583333,63555400000
36.74583333,3.129166667,1102500000
7.254166667,124.2041667,20070900000
36.0375,0.1375,44447500000
-7.679166667,109.1125,3710100000
-31.62083333,29.54583333,19930900000
29.95416667,121.7208333,3028400000
36.87916667,6.104166667,8812600000
53.55416667,14.60416667,1.18761E+11
-29.8125,31.0375,4505300000
16.8375,96.10416667,7898400000
18.32916667,121.6375,27676100000
4.029166667,100.8208333,14834000000
34.7875,119.2208333,3979200000
22.44583333,113.0041667,5101800000
6.395833333,3.029166667,1515500000
37.05416667,119.5708333,3565700000
5.945833333,80.55416667,1026100000
3.520833333,103.4458333,28833400000
22.52083333,120.4208333,3257900000
-6.079166667,107.0125,1337200000
-7.670833333,108.7958333,3746400000
40.92916667,121.2458333,5054400000
15.82083333,42.77916667,8775100000
6.070833333,80.17083333,930300000
10.77916667,-83.5875,41227700000
16.0375,120.2041667,6668500000
39.2125,118.0708333,1583600000
27.7375,120.6541667,3401500000
36.72083333,5.079166667,9140000000
40.84583333,121.5791667,23482500000
28.14583333,51.27083333,40078600000
13.92916667,-90.70416667,2274700000
39.42083333,119.2625,45759500000
23.19583333,116.6041667,1300000000
24.87083333,66.97083333,510400000
24.14583333,120.5291667,2037000000
12.9375,45.09583333,6082500000
21.7875,111.9791667,4931100000
40.02916667,124.3708333,62174000000
17.95416667,-102.1375,1.11382E+11
-2.395833333,-79.8375,32646000000
22.4375,87.8875,37745400000
0.9375,-79.64583333,21554700000
14.1375,43.0875,5012700000
46.07916667,30.47083333,73194900000
-3.170833333,40.14583333,38411300000
38.77083333,117.5791667,2068800000
-6.104166667,106.7791667,591400000
20.0125,110.3875,7146000000
24.9125,66.72083333,10019700000
-6.245833333,108.2208333,3708700000
6.429166667,79.99583333,646800000
-32.67916667,28.37916667,20533100000
13.37083333,99.99583333,28638800000
22.3875,72.37916667,29975000000
-7.979166667,110.2125,2243900000
-5.945833333,107.0125,6734400000
5.8375,5.1375,6825700000
-1.095833333,104.1958333,42669700000
26.77083333,119.7125,5570700000
2.804166667,101.4041667,2129200000
22.27083333,91.8125,13968600000
5.195833333,-3.729166667,83133700000
36.60416667,120.8125,2882900000
15.90416667,-87.7375,21963200000
37.55416667,121.2875,2267000000
31.2625,32.32083333,6076900000
-8.0125,110.2875,1469800000
-34.62916667,-58.34583333,2198400000
31.42916667,121.4625,246400000
37.42083333,53.94583333,36434700000
13.09583333,-87.3375,8054000000
22.57916667,89.39583333,5378600000
25.9625,-97.15416667,4.75381E+11
32.02916667,-9.345833333,20134500000
29.64583333,32.35416667,3043600000
-5.570833333,105.8208333,4755500000
-26.34583333,32.67916667,30385700000
6.754166667,79.8875,226800000
20.77083333,86.94583333,51405100000
26.99583333,55.7875,42115500000
20.32916667,86.65416667,1.35637E+11
-6.095833333,106.9375,247500000
16.77083333,96.19583333,1614100000
-28.40416667,32.42083333,9797800000
9.1875,99.37083333,13260700000
46.52916667,32.37916667,5.09776E+11
13.0625,45.3875,7793300000
-7.8125,145.0125,31671200000
32.02083333,120.8041667,962100000
-20.92916667,35.0625,1.02706E+11
4.3875,6.070833333,2.09831E+12
-6.770833333,110.5708333,3415800000
21.6125,109.0708333,9330300000
32.0375,120.7375,924100000
19.60416667,105.7958333,1510700000
18.60416667,37.85416667,64025000000
15.8625,108.3541667,9545800000
-33.8625,18.4875,1479800000
16.7625,94.7125,6039100000
-4.679166667,105.8625,7067700000
31.44583333,31.55416667,529000000
53.3375,8.495833333,44758600000
36.8625,7.779166667,6340200000
40.39583333,28.50416667,23717400000
15.7625,80.8375,2.58627E+11
25.40416667,119.1208333,1764100000
39.1875,118.1208333,1149600000
39.89583333,123.6458333,6113800000
18.47083333,-69.87916667,3386200000
36.8375,3.670833333,4128500000
2.054166667,102.5541667,6066300000
-3.804166667,144.4875,80101600000
9.0125,125.5208333,12008300000
-6.120833333,106.8291667,320900000
27.5875,120.5791667,1315300000
33.8125,120.4791667,1709300000
22.64583333,90.02916667,2224100000
37.35416667,118.9208333,1926100000
4.370833333,-7.5375,29630200000
15.8125,-88.75416667,8757200000
-34.44583333,-58.52083333,2265800000
22.77916667,91.35416667,3772600000
23.82916667,120.2791667,3287600000
22.75416667,90.4125,1888900000
11.75416667,79.7875,13772100000
13.70416667,123.1291667,2871100000
14.7125,120.8958333,542100000
23.0875,113.4041667,403800000
25.17916667,61.67083333,31145300000
6.179166667,102.2458333,13167000000
12.4625,80.15416667,17970100000
19.2375,-72.7625,8833800000
32.07916667,120.4708333,781600000
36.2375,120.3125,718000000
14.1875,-91.77916667,1494900000
-25.77083333,32.7375,46736600000
13.07083333,109.3125,13321900000
21.42916667,109.9208333,3329000000
47.0875,37.57083333,5031200000
12.5625,-16.37083333,14844700000
9.995833333,106.5541667,943100000
9.8875,105.1041667,2085100000
34.3875,119.7958333,1350600000
20.8625,106.7541667,779700000
-0.354166667,103.4458333,17371700000
13.49583333,100.3125,334700000
30.14583333,120.6541667,901800000
36.9125,3.854166667,2514400000
22.25416667,-97.79583333,85838200000
34.52083333,119.6458333,1290000000
-6.795833333,109.0041667,1325700000
10.6125,-61.4875,735900000
16.42083333,95.87916667,2549200000
6.104166667,100.2875,2860300000
-12.0375,-77.14583333,3342600000
20.47916667,106.5708333,622500000
-6.195833333,107.8125,1457700000
-21.62083333,-41.0375,57352000000
31.45416667,31.97083333,696800000
-0.1375,109.1875,83847300000
7.254166667,100.4375,4579600000
-30.7375,30.4625,6812500000
14.6875,42.97083333,5043000000
34.25416667,120.2791667,1142100000
40.27083333,120.4958333,3145400000
38.49583333,117.6291667,1935300000
-2.804166667,-41.84583333,3.33109E+11
8.295833333,79.8375,2886100000
-29.8875,31.00416667,232400000
21.85416667,108.6041667,2372300000
6.229166667,1.595833333,7188800000
31.1875,29.87083333,935500000
5.5625,100.3541667,4243800000
10.1375,104.8458333,1911000000
13.57083333,43.27916667,2228400000
-33.6125,-71.62916667,15148300000
-10.5125,40.39583333,1.55293E+11
41.12916667,30.64583333,62766300000
40.52083333,22.70416667,24491500000
-4.354166667,120.3875,7382000000
-3.3125,114.2958333,60592200000
47.1875,38.5125,7076800000
13.9125,-90.9625,1219400000
16.9625,96.3625,4914700000
22.9375,116.2458333,1259300000
6.1125,4.770833333,3021600000
43.6125,47.55416667,42981900000
22.8125,113.3375,530700000
21.85416667,108.4625,2939600000
32.37083333,121.3958333,781700000
36.6875,2.795833333,2048100000
-6.845833333,110.5291667,1238700000
-7.779166667,108.1458333,1551100000
5.1375,-5.0125,7961500000
55.32916667,21.2625,95662600000
-15.97083333,46.4625,56212600000
25.37916667,65.52083333,34543200000
-30.20416667,30.80416667,4456500000
30.40416667,120.6375,680700000
-0.7375,117.3208333,76488700000
46.92083333,51.65416667,2.10647E+11
31.52083333,121.3041667,345800000
30.4625,49.0125,13043900000
49.47916667,0.5125,73090100000
4.970833333,-6.104166667,75373200000
14.24583333,43.0625,3026600000
24.7125,121.8208333,1191200000
36.67916667,52.44583333,4139800000
-33.9125,18.47083333,256400000
23.1125,70.50416667,29199700000
37.75416667,120.5208333,1014900000
38.59583333,26.80416667,16742300000
7.395833333,99.5125,3579400000
13.8375,-90.3375,2078800000
35.3125,119.4375,1080800000
32.04583333,120.4041667,523200000
30.0625,49.50416667,14346400000
-34.07916667,18.7625,603400000
-7.029166667,106.5458333,1823200000
22.8375,91.42916667,3033300000
39.57083333,125.4625,5752700000
15.17083333,51.12916667,46400500000
8.7875,79.92916667,3342600000
-3.320833333,114.5541667,13214000000
31.80416667,120.7875,450400000
23.05416667,120.0708333,1375500000
-2.529166667,40.50416667,95157600000
-5.9625,106.2708333,2074300000
16.82916667,96.09583333,389500000
37.54583333,27.1875,24342800000
-6.8125,109.4875,818800000
-9.329166667,13.1625,1.4964E+11
15.79583333,-84.27916667,23571700000
39.62083333,121.5375,1814400000
-28.37916667,32.42083333,9233700000
14.05416667,-91.54583333,1580200000
14.50416667,-92.1875,1269300000
-4.354166667,105.8041667,9764800000
-39.87083333,-62.17083333,2.94178E+11
6.970833333,-11.5875,19654100000
22.1375,91.87083333,3492400000
13.2875,43.24583333,1680300000
30.3625,-9.604166667,17278300000
13.87083333,109.2458333,2963600000
4.070833333,9.695833333,12220900000
19.15416667,110.5625,3965400000
26.75416667,119.5958333,2652000000
51.47083333,0.320833333,13257300000
-7.195833333,112.7375,487900000
4.829166667,6.720833333,1325400000
16.35416667,95.02083333,2374300000
35.49583333,35.82083333,1034300000
23.42083333,116.8041667,307900000
10.39583333,-65.9875,6589500000
37.12083333,10.1625,23226400000
15.89583333,-87.79583333,4343700000
21.5875,87.3125,19480100000
32.54583333,120.9875,708100000
-6.779166667,108.8041667,945100000
2.604166667,-78.42083333,22368500000
35.7875,-0.120833333,14548700000
14.9875,-83.15416667,24563200000
25.4625,119.2208333,643400000
-10.87916667,13.8125,22762900000
-31.94583333,29.17916667,2650600000
3.779166667,98.67083333,616200000
9.3375,-71.74583333,27548500000
19.9625,106.0291667,621900000
-29.3875,31.3375,2716200000
35.97916667,10.52916667,15193800000
5.4625,-9.570833333,12737200000
36.97083333,121.9708333,1136000000
22.3625,88.95416667,3374000000
13.27083333,99.94583333,5416000000
-22.92916667,-43.77916667,2073500000
22.80416667,113.3125,421300000
13.7375,-90.10416667,2359700000
33.64583333,120.5791667,1003700000
37.8875,126.4041667,3932300000
20.84583333,110.1875,1337900000
29.35416667,-89.40416667,3.17921E+12
4.745833333,6.954166667,984500000
1.8125,100.9291667,19243800000
15.15416667,42.84583333,2931700000
-33.72083333,25.84583333,21444000000
3.3375,101.2291667,1880400000
-29.97083333,30.97083333,926000000
-5.204166667,12.1375,13174200000
21.42916667,110.3708333,928500000
-33.2875,27.47916667,2716900000
10.22083333,106.6875,468800000
7.9625,49.84583333,64808800000
40.72916667,26.0375,52409300000
51.72083333,4.670833333,32733100000
23.54583333,120.1458333,718200000
-7.204166667,112.6541667,695000000
12.90416667,-83.52083333,18376600000
4.7875,8.404166667,1708600000
22.3375,88.89583333,1574500000
1.120833333,102.1208333,11633400000
-11.9375,-77.1375,2195100000
37.4625,49.94583333,58579900000
